0 0 0.00710234 -1.1812
0 1 0.00702246 -0.885522
0 2 0.00711463 -1.02922
0 3 0.00702041 -0.873572
0 4 0.00711584 -1.10375
0 5 0.00705169 -0.959542
0 6 0.00720769 -1.13424
0 7 0.00705647 -1.06186
0 8 0.00710265 -0.993434
0 9 0.00706513 -1.02209
0 10 0.00712787 -1.24003
0 11 0.00705757 -0.994854
0 12 0.00708284 -1.09705
0 13 0.00703482 -0.940401
0 14 0.00711875 -1.11483
0 15 0.00704581 -1.09742
0 16 0.00711555 -1.07223
0 17 0.00702362 -0.908503
0 18 0.00704843 -0.967555
0 19 0.00703838 -0.940304
0 20 0.00719395 -1.14539
0 21 0.00700285 -0.940852
0 22 0.00704277 -0.984103
0 23 0.00700649 -0.967478
0 24 0.00699861 -1.08982
0 25 0.00701411 -0.843013
0 26 0.00704591 -1.15372
0 27 0.00710012 -0.908843
0 28 0.00702974 -1.06968
0 29 0.00705778 -1.15288
0 30 0.00699329 -1.02386
0 31 0.00710335 -0.904166
1 0 0.00700638 -1.05661
1 1 0.00678924 -0.922272
1 2 0.00706757 -0.98223
1 3 0.00679971 -0.961907
1 4 0.00700219 -1.05886
1 5 0.00679233 -0.861225
1 6 0.00701093 -1.05188
1 7 0.00680518 -0.988029
1 8 0.0069616 -0.981847
1 9 0.00689752 -0.898541
1 10 0.00700163 -1.03531
1 11 0.00681455 -0.842911
1 12 0.00703538 -0.961732
1 13 0.00678951 -0.962867
1 14 0.0070429 -0.848447
1 15 0.00685527 -0.868433
1 16 0.0070592 -1.04986
1 17 0.00684773 -0.969341
1 18 0.0070138 -1.1956
1 19 0.00679688 -0.959436
1 20 0.00698555 -1.07908
1 21 0.00684493 -0.963539
1 22 0.00699078 -0.974739
1 23 0.00681934 -0.881879
1 24 0.00701723 -1.05178
1 25 0.0067987 -0.928943
1 26 0.00702563 -0.969367
1 27 0.00681898 -0.890342
1 28 0.00697944 -0.966194
1 29 0.00685589 -0.891933
1 30 0.00697823 -0.995421
1 31 0.00679628 -0.911523
2 0 0.00694052 -1.023
2 1 0.00677698 -0.909908
2 2 0.00699395 -1.08896
2 3 0.00684303 -0.845193
2 4 0.00696057 -1.01542
2 5 0.00677044 -0.943453
2 6 0.00696667 -1.10751
2 7 0.00676661 -0.918862
2 8 0.00696949 -0.989945
2 9 0.00675554 -0.905522
2 10 0.00695648 -1.07211
2 11 0.00678956 -0.772182
2 12 0.00698382 -1.07523
2 13 0.00676279 -0.948911
2 14 0.00696424 -1.10352
2 15 0.00677547 -0.838559
2 16 0.00697024 -1.13566
2 17 0.00678149 -0.78925
2 18 0.00695825 -0.927733
2 19 0.00673863 -0.900332
2 20 0.00696758 -1.04103
2 21 0.00672873 -0.788003
2 22 0.00694185 -1.12252
2 23 0.0067351 -0.719059
2 24 0.00695512 -1.09257
2 25 0.00675296 -0.870287
2 26 0.00696175 -1.05849
2 27 0.00677789 -0.877985
2 28 0.00696508 -1.01612
2 29 0.00679427 -0.82152
2 30 0.00692379 -0.965202
2 31 0.00676243 -0.895248
3 0 0.00704259 -0.937904
3 1 0.00708613 -1.02232
3 2 0.00707624 -1.06823
3 3 0.00708723 -0.787485
3 4 0.00715144 -0.975276
3 5 0.00707594 -0.790927
3 6 0.00707022 -1.03017
3 7 0.00707319 -0.773461
3 8 0.00706016 -0.896399
3 9 0.007091 -0.797227
3 10 0.00707057 -1.03309
3 11 0.00713312 -0.854615
3 12 0.00706607 -1.06685
3 13 0.00708175 -0.747048
3 14 0.0070991 -0.925439
3 15 0.00711719 -0.949027
3 16 0.00712347 -1.07792
3 17 0.0071281 -0.83395
3 18 0.00705581 -0.985921
3 19 0.00707392 -0.843276
3 20 0.00705782 -0.944069
3 21 0.00708408 -0.829583
3 22 0.00706433 -1.01973
3 23 0.0070507 -0.758288
3 24 0.00708997 -1.00737
3 25 0.0071262 -0.761748
3 26 0.00708268 -1.1034
3 27 0.00704371 -0.804197
3 28 0.00710051 -0.984186
3 29 0.00704725 -0.775714
3 30 0.00706075 -1.15984
3 31 0.00708017 -0.688699
