0  414     536.0
1  289.5   360.3
2  446.1   565.7
3  415.9   530.4
4  405.7   514.7
5  411.5   525.4
6  442.2   562.2
7  395.7   501.8
8  464.5   591.4
9  420.6   540.7
10 315.2   396.7
11 277.9   352.4
12 464.4   590.2
13 414.2   521.5
14 452.7   657.3
15 389.7   476.8
16 471.4   598.3
17 401.3   516.9
18 425.4   545.6
19 414.4   526.8
