0 0 0.0411282 -2.99896
0 1 0.037 -2.7441
0 2 0.0417 -3.786
0 3 0.0339 -2.6304
1 0 0.0278 -1.45122
1 1 0.0406 -3.0134
1 2 0.0434 -4.5688
1 3 0.0651-4.9225
2 0 0.0465544 -2.05035
2 1 0.0368 -2.6221
2 2 0.0499 -4.7627
2 3 0.0398 -3.4646
3 0 0.0402291 -1.20237
3 1 0.0619 -5.4905
3 2 0.0457 -3.4173
3 3 0.0421 -4.6739
