0 0.360581
1 0.128962
2 0.171517
3 0.25848
4 0.286459
5 0.128385
6 0.142592
7 0.289144
8 0.307361
9 0.188821
10 0.171081
11 0.335767
12 0.225219
13 0.154444
14 0.179626
15 0.322252
16 0.301906
17 0.171044
18 0.153095
19 0.377943
20 0.283426
21 0.176005
22 0.181558
23 0.366867
24 0.350974
25 0.198248
26 0.216972
27 0.413089
28 0.390339
29 0.250118
30 0.280799
31 0.447646
32 0.285796
33 0.134129
34 0.140798
35 0.297258
36 0.22375
37 0.122066
38 0.131608
39 0.271075
40 0.245342
41 0.10979
42 0.127315
43 0.235
44 0.127463
45 0.494793
46 0.131565
47 0.277447
48 0.245154
49 0.414017
50 0.135104
51 0.252482
52 0.283494
53 0.145811
54 0.139896
55 0.260365
56 0.20757
57 0.0626397
58 0.133794
59 0.262366
60 0.251143
61 0.160097
62 0.155947
63 0.320596
64 0.282188
65 0.138161
66 0.14223
67 0.227723
68 0.184245
69 0.159466
70 0.122463
71 0.172786
72 0.18248
73 0.118363
74 0.128889
75 0.205069
76 0.159465
77 0.138153
78 0.140816
79 0.204493
80 0.202696
81 0.137416
82 0.134915
83 0.187915
84 0.188628
85 0.127908
86 0.134329
87 0.212747
88 0.195861
89 0.217011
90 0.136018
91 0.275259
92 0.220749
93 0.128374
94 0.133806
95 0.298732
96 0.5
97 0.180029
98 0.130116
99 0.191756
100 0.272901
101 0.199469
102 0.499991
103 0.306263
104 0.160083
105 0.227131
106 0.13045
107 0.302772
108 0.170196
109 0.153442
110 0.145402
111 0.280638
112 0.310576
113 0.235
114 0.181399
115 0.275303
116 0.460829
117 0.162642
118 0.202835
119 0.246135
120 0.234081
121 0.158482
122 0.119278
123 0.202615
124 0.315244
125 0.119489
126 0.5
127 0.5
