0 0.235
1 0.0898846
2 0.0997013
3 0.0972623
4 0.0991054
5 0.0963688
6 0.0971414
7 0.0938717
8 0.099265
9 0.0911449
10 0.0909767
11 0.0918612
12 0.0990121
13 0.0934259
14 0.235
15 0.107296
16 0.095308
17 0.0926071
18 0.0965231
19 0.0922907
20 0.0956133
21 0.093742
22 0.09523
23 0.0969449
24 0.0922619
25 0.0948062
26 0.100271
27 0.0901198
28 0.099773
29 0.0872929
30 0.100389
31 0.0979047
32 0.100565
33 0.0994927
34 0.0992573
35 0.0952432
36 0.103638
37 0.0951341
38 0.0967923
39 0.105812
40 0.0994171
41 0.0971497
42 0.0982252
43 0.0971633
44 0.0965361
45 0.0992822
46 0.0946756
47 0.235
48 0.102577
49 0.0964352
50 0.0980665
51 0.0990525
52 0.102344
53 0.0950386
54 0.103048
55 0.093316
56 0.100247
57 0.102179
58 0.100076
59 0.100051
60 0.100358
61 0.104231
62 0.103439
63 0.103328
64 0.091195
65 0.0913395
66 0.0968492
67 0.0890701
68 0.0956275
69 0.0957606
70 0.0991238
71 0.0977257
72 0.0947391
73 0.0901353
74 0.09458
75 0.0904701
76 0.0920163
77 0.0900829
78 0.0999675
79 0.0935479
80 0.0928348
81 0.0905349
82 0.0958645
83 0.0901203
84 0.0943996
85 0.0962649
86 0.0929876
87 0.090433
88 0.119119
89 0.085473
90 0.0939284
91 0.0909293
92 0.0940849
93 0.0822053
94 0.0985087
95 0.235
96 0.0897162
97 0.0931335
98 0.0892019
99 0.0946984
100 0.0962253
101 0.0899592
102 0.0946806
103 0.092595
104 0.0922553
105 0.0908049
106 0.093459
107 0.0948185
108 0.0916814
109 0.0903972
110 0.0941045
111 0.089543
112 0.180823
113 0.0926114
114 0.0921152
115 0.0983468
116 0.0991516
117 0.0986196
118 0.0963037
119 0.1038
120 0.0973394
121 0.0921564
122 0.0937737
123 0.0968936
124 0.0945765
125 0.0962881
126 0.235
127 0.10202
