0 0 715.407
0 1 749.574
0 2 565.758
0 3 660.775
1 0 488.177
1 1 698.708
1 2 565.01
1 3 665.39
2 0 654.616
2 1 699.166
2 2 686.892
2 3 689.568
3 0 688.533
3 1 766.677
3 2 539.343
3 3 616.763
