0 260.29
1 195.344
2 235.752
3 255.654
4 222.277
5 249.946
6 241.626
7 239.058
8 264.587
9 276.182
10 276.703
11 240.058
12 225.952
13 259.879
14 220.073
15 231.332
16 272.027
17 241.839
18 251.628
19 259.587
