0 0 975.758
0 1 1020.34
0 2 774.717
0 3 900.425
1 0 664.273
1 1 951.203
1 2 770.944
1 3 907.633
2 0 884.991
2 1 948.065
2 2 933.23
2 3 956.383
3 0 939.932
3 1 1036.33
3 2 727.541
3 3 846.421
