CRDC--set#--Pad#--intercept--slope
0 0 0 0 1
0 0 1 0 1
0 0 2 0 1
0 0 3 0 1
0 0 4 0 1
0 0 5 0 1
0 0 6 0 1
0 0 7 0 1
0 0 8 0 1
0 0 9 0 1
0 0 10 0 1
0 0 11 0 1
0 0 12 0 1
0 0 13 0 1
0 0 14 0 1
0 0 15 0 1
0 0 16 0 1
0 0 17 0 1
0 0 18 0 1
0 0 19 0 1
0 0 20 0 1
0 0 21 0 1
0 0 22 0 1
0 0 23 0 1
0 0 24 0 1
0 0 25 0 1
0 0 26 0 1
0 0 27 0 1
0 0 28 42.007 0.685287
0 0 29 0 1
0 0 30 34.3031 0.739629
0 0 31 50.7913 0.710184
0 0 32 0 1
0 0 33 77.2059 0.734823
0 0 34 88.9728 0.702917
0 0 35 69.8633 0.758063
0 0 36 51.4175 0.81051
0 0 37 107.232 0.637977
0 0 38 49.0822 0.832693
0 0 39 96.5886 0.683683
0 0 40 -12.2963 0.930221
0 0 41 101.644 0.6601
0 0 42 86.4898 0.706084
0 0 43 63.9534 0.782139
0 0 44 39.4313 0.846755
0 0 45 32.8187 0.866745
0 0 46 81.1495 0.732428
0 0 47 114.595 0.619922
0 0 48 20.4619 0.881399
0 0 49 33.8535 0.837943
0 0 50 39.3148 0.81579
0 0 51 57.8074 0.765601
0 0 52 118.992 0.608163
0 0 53 58.5595 0.781623
0 0 54 30.0658 0.874236
0 0 55 72.2754 0.753866
0 0 56 98.6311 0.596174
0 0 57 23.6088 0.895973
0 0 58 80.6076 0.721399
0 0 59 70.7772 0.750153
0 0 60 104.142 0.643157
0 0 61 61.8853 0.779968
0 0 62 36.3262 0.856313
0 0 63 43.4154 0.855464
0 0 64 58.7221 0.855821
0 0 65 68.7721 0.834434
0 0 66 -6.29883 1.02671
0 0 67 36.2736 0.90853
0 0 68 46.7763 0.812511
0 0 69 62.9577 0.831147
0 0 70 -22.475 1.09875
0 0 71 52.4566 0.867241
0 0 72 41.8468 0.782277
0 0 73 20.8749 0.970239
0 0 74 -17.5228 1.05201
0 0 75 88.149 0.760006
0 0 76 0 1
0 0 77 -17.0979 1.14012
0 0 78 66.6541 0.830703
0 0 79 62.4693 0.833393
