-15.3231 -36.394 11.4401 0 0 
-15.3271 -36.3963 11.3619 0 0 
-15.331 -36.3987 11.2837 0 0 
-15.335 -36.401 11.2055 0 0 
-15.339 -36.4034 11.1273 0 0 
-15.3429 -36.4058 11.0491 0 0 
-15.3469 -36.4081 10.9709 0 0 
-15.3509 -36.4105 10.8927 0 0 
-15.3548 -36.4128 10.8145 0 0 
-15.3588 -36.4152 10.7363 0 0 
-15.3628 -36.4175 10.6581 0 0 
-15.3667 -36.4199 10.5799 0 0 
-15.3707 -36.4223 10.5017 0 0 
-15.3747 -36.4246 10.4235 0 0 
-15.3786 -36.427 10.3453 0 0 
-15.3826 -36.4293 10.2671 0 0 
-15.3866 -36.4317 10.1889 0 0 
-15.3905 -36.434 10.1107 0 0 
-15.3945 -36.4364 10.0325 0 0 
-15.3985 -36.4388 9.95425 0 0 
-15.4024 -36.4411 9.87605 0 0 
-15.4064 -36.4435 9.79784 0 0 
-15.4104 -36.4458 9.71964 0 0 
-15.4143 -36.4482 9.64144 0 0 
-15.4183 -36.4505 9.56323 0 0 
-15.4223 -36.4529 9.48503 0 0 
-15.4262 -36.4553 9.40682 0 0 
-15.4302 -36.4576 9.32862 0 0 
-15.4342 -36.46 9.25042 0 0 
-15.4381 -36.4623 9.17221 0 0 
-15.4421 -36.4647 9.09401 0 0 
-15.4461 -36.467 9.0158 0 0 
-15.3656 -36.3288 11.4403 0 0 
-15.3695 -36.3312 11.3621 0 0 
-15.3735 -36.3335 11.2839 0 0 
-15.3775 -36.3359 11.2057 0 0 
-15.3814 -36.3383 11.1275 0 0 
-15.3854 -36.3406 11.0493 0 0 
-15.3893 -36.343 10.9711 0 0 
-15.3933 -36.3453 10.8929 0 0 
-15.3973 -36.3477 10.8147 0 0 
-15.4012 -36.35 10.7365 0 0 
-15.4052 -36.3524 10.6583 0 0 
-15.4092 -36.3548 10.5801 0 0 
-15.4131 -36.3571 10.5019 0 0 
-15.4171 -36.3595 10.4237 0 0 
-15.4211 -36.3618 10.3455 0 0 
-15.425 -36.3642 10.2673 0 0 
-15.429 -36.3665 10.1891 0 0 
-15.433 -36.3689 10.1108 0 0 
-15.4369 -36.3713 10.0326 0 0 
-15.4409 -36.3736 9.95444 0 0 
-15.4449 -36.376 9.87624 0 0 
-15.4488 -36.3783 9.79803 0 0 
-15.4528 -36.3807 9.71983 0 0 
-15.4568 -36.383 9.64162 0 0 
-15.4607 -36.3854 9.56342 0 0 
-15.4647 -36.3878 9.48522 0 0 
-15.4687 -36.3901 9.40701 0 0 
-15.4726 -36.3925 9.32881 0 0 
-15.4766 -36.3948 9.2506 0 0 
-15.4806 -36.3972 9.1724 0 0 
-15.4845 -36.3995 9.0942 0 0 
-15.4885 -36.4019 9.01599 0 0 
-15.408 -36.2637 11.4405 0 0 
-15.412 -36.266 11.3623 0 0 
-15.4159 -36.2684 11.2841 0 0 
-15.4199 -36.2708 11.2059 0 0 
-15.4239 -36.2731 11.1277 0 0 
-15.4278 -36.2755 11.0495 0 0 
-15.4318 -36.2778 10.9713 0 0 
-15.4358 -36.2802 10.8931 0 0 
-15.4397 -36.2825 10.8149 0 0 
-15.4437 -36.2849 10.7367 0 0 
-15.4477 -36.2873 10.6585 0 0 
-15.4516 -36.2896 10.5803 0 0 
-15.4556 -36.292 10.5021 0 0 
-15.4595 -36.2943 10.4239 0 0 
-15.4635 -36.2967 10.3456 0 0 
-15.4675 -36.299 10.2674 0 0 
-15.4714 -36.3014 10.1892 0 0 
-15.4754 -36.3038 10.111 0 0 
-15.4794 -36.3061 10.0328 0 0 
-15.4833 -36.3085 9.95463 0 0 
-15.4873 -36.3108 9.87643 0 0 
-15.4913 -36.3132 9.79822 0 0 
-15.4952 -36.3155 9.72002 0 0 
-15.4992 -36.3179 9.64181 0 0 
-15.5032 -36.3203 9.56361 0 0 
-15.5071 -36.3226 9.4854 0 0 
-15.5111 -36.325 9.4072 0 0 
-15.5151 -36.3273 9.329 0 0 
-15.519 -36.3297 9.25079 0 0 
-15.523 -36.332 9.17259 0 0 
-15.527 -36.3344 9.09439 0 0 
-15.5309 -36.3368 9.01618 0 0 
-15.4504 -36.1985 11.4407 0 0 
-15.4544 -36.2009 11.3625 0 0 
-15.4584 -36.2033 11.2843 0 0 
-15.4623 -36.2056 11.2061 0 0 
-15.4663 -36.208 11.1279 0 0 
-15.4703 -36.2103 11.0497 0 0 
-15.4742 -36.2127 10.9715 0 0 
-15.4782 -36.215 10.8933 0 0 
-15.4822 -36.2174 10.8151 0 0 
-15.4861 -36.2198 10.7369 0 0 
-15.4901 -36.2221 10.6587 0 0 
-15.4941 -36.2245 10.5805 0 0 
