0	0
0	0	196.4449062	75.44581453	854.6763678
0	1	196.5028217	73.45934061	854.7796501
0	2	196.5607372	71.47286669	854.8829325
0	3	196.6186526	69.48639277	854.9862148
0	4	196.6765681	67.49991886	855.0894971
0	5	196.7344836	65.51344494	855.1927794
0	6	196.792399	63.52697102	855.2960617
0	7	196.8503145	61.5404971	855.3993441
0	8	196.90823	59.55402319	855.5026264
0	9	196.9661454	57.56754927	855.6059087
0	10	197.0240609	55.58107535	855.709191
0	11	197.0819764	53.59460143	855.8124733
0	12	197.1398919	51.60812752	855.9157557
0	13	197.1978073	49.6216536	856.019038
0	14	197.2557228	47.63517968	856.1223203
0	15	197.3136383	45.64870576	856.2256026
0	16	197.3715537	43.66223184	856.3288849
0	17	197.4294692	41.67575793	856.4321673
0	18	197.4873847	39.68928401	856.5354496
0	19	197.5453002	37.70281009	856.6387319
0	20	197.6032156	35.71633617	856.7420142
0	21	197.6611311	33.72986226	856.8452965
0	22	197.7190466	31.74338834	856.9485789
0	23	197.776962	29.75691442	857.0518612
0	24	197.8348775	27.7704405	857.1551435
0	25	197.892793	25.78396659	857.2584258
0	26	197.9507084	23.79749267	857.3617082
0	27	198.0086239	21.81101875	857.4649905
0	28	198.0665394	19.82454483	857.5682728
0	29	198.1244549	17.83807092	857.6715551
0	30	198.1823703	15.851597	857.7748374
0	31	198.2402858	13.86512308	857.8781198
1	0	194.5423472	75.41786312	855.2056246
1	1	194.6002626	73.4313892	855.3089069
1	2	194.6581781	71.44491529	855.4121892
1	3	194.7160936	69.45844137	855.5154716
1	4	194.774009	67.47196745	855.6187539
1	5	194.8319245	65.48549353	855.7220362
1	6	194.88984	63.49901962	855.8253185
1	7	194.9477555	61.5125457	855.9286008
1	8	195.0056709	59.52607178	856.0318832
1	9	195.0635864	57.53959786	856.1351655
1	10	195.1215019	55.55312395	856.2384478
1	11	195.1794173	53.56665003	856.3417301
1	12	195.2373328	51.58017611	856.4450124
1	13	195.2952483	49.59370219	856.5482948
1	14	195.3531638	47.60722828	856.6515771
1	15	195.4110792	45.62075436	856.7548594
1	16	195.4689947	43.63428044	856.8581417
1	17	195.5269102	41.64780652	856.961424
1	18	195.5848256	39.66133261	857.0647064
1	19	195.6427411	37.67485869	857.1679887
1	20	195.7006566	35.68838477	857.271271
1	21	195.758572	33.70191085	857.3745533
1	22	195.8164875	31.71543694	857.4778357
1	23	195.874403	29.72896302	857.581118
1	24	195.9323185	27.7424891	857.6844003
1	25	195.9902339	25.75601518	857.7876826
1	26	196.0481494	23.76954127	857.8909649
1	27	196.1060649	21.78306735	857.9942473
1	28	196.1639803	19.79659343	858.0975296
1	29	196.2218958	17.81011951	858.2008119
1	30	196.2798113	15.8236456	858.3040942
1	31	196.3377267	13.83717168	858.4073765
2	0	192.6397881	75.38991172	855.7348814
2	1	192.6977036	73.4034378	855.8381637
2	2	192.7556191	71.41696388	855.941446
2	3	192.8135345	69.43048997	856.0447283
2	4	192.87145	67.44401605	856.1480107
2	5	192.9293655	65.45754213	856.251293
2	6	192.9872809	63.47106821	856.3545753
2	7	193.0451964	61.4845943	856.4578576
2	8	193.1031119	59.49812038	856.5611399
2	9	193.1610273	57.51164646	856.6644223
2	10	193.2189428	55.52517254	856.7677046
2	11	193.2768583	53.53869863	856.8709869
2	12	193.3347738	51.55222471	856.9742692
2	13	193.3926892	49.56575079	857.0775515
2	14	193.4506047	47.57927687	857.1808339
2	15	193.5085202	45.59280296	857.2841162
2	16	193.5664356	43.60632904	857.3873985
2	17	193.6243511	41.61985512	857.4906808
2	18	193.6822666	39.6333812	857.5939632
2	19	193.7401821	37.64690729	857.6972455
2	20	193.7980975	35.66043337	857.8005278
2	21	193.856013	33.67395945	857.9038101
2	22	193.9139285	31.68748553	858.0070924
2	23	193.9718439	29.70101162	858.1103748
2	24	194.0297594	27.7145377	858.2136571
2	25	194.0876749	25.72806378	858.3169394
2	26	194.1455903	23.74158986	858.4202217
2	27	194.2035058	21.75511595	858.523504
2	28	194.2614213	19.76864203	858.6267864
2	29	194.3193368	17.78216811	858.7300687
2	30	194.3772522	15.79569419	858.833351
2	31	194.4351677	13.80922028	858.9366333
3	0	190.7372291	75.36196032	856.2641382
3	1	190.7951445	73.3754864	856.3674205
3	2	190.85306	71.38901248	856.4707028
3	3	190.9109755	69.40253856	856.5739851
3	4	190.9688909	67.41606465	856.6772674
3	5	191.0268064	65.42959073	856.7805498
3	6	191.0847219	63.44311681	856.8838321
3	7	191.1426374	61.45664289	856.9871144
