0 0 1160.36
0 1 1186.87
0 2 922.787
0 3 1067.32
1 0 788.261
1 1 1132.55
1 2 901.934
1 3 1080.6
2 0 1059.56
2 1 1123.04
2 2 1103.56
2 3 1110.04
3 0 1111.85
3 1 1236.6
3 2 848.39
3 3 992.81
