0 0 0.0972958 -9.4107
0 1 0.100594 -16.4333
0 2 0.121194 -8.44816
0 3 0.10486 -8.63066
1 0 0.142507 -8.9531
1 1 0.0993818 -9.11281
1 2 0.130337 -14.4978
1 3 0.103721 -8.6283
2 0 0.105907 -8.53678
2 1 0.101577 -10.7257
2 2 0.103001 -10.4295
2 3 0.104718 -13.4998
3 0 0.10032 -8.31987
3 1 0.092775 -11.0805
3 2 0.144345 -19.261
3 3 0.115995 -12.0704
