0 0 966.282
0 1 1010.77
0 2 776.137
0 3 901.031
1 0 663.457
1 1 952.354
1 2 762.221
1 3 906.126
2 0 883.781
2 1 946.879
2 2 930.595
2 3 934.05
3 0 941.483
3 1 1038.01
3 2 724.371
3 3 837.254
