0 0 0.0989613 -9.91122
0 1 0.0974488 -12.3364
0 2 0.119576 -6.85913
0 3 0.105087 -8.6733
1 0 0.140939 -7.88092
1 1 0.0982154 -7.76226
1 2 0.126436 -10.5824
1 3 0.102672 -7.39827
2 0 0.106263 -8.53377
2 1 0.1005 -9.3996
2 2 0.102291 -9.40608
2 3 0.101364 -8.99761
3 0 0.0990676 -7.39202
3 1 0.0911149 -8.93876
3 2 0.138534 -14.0572
3 3 0.113631 -9.26287
