EC		Cs137(ch)	Y88 1 (ch)	K40 (ch)	Y88 2 (ch)	Pb (ch)
122		477.486		614.481		959.911		1207.02		1745
123		462.237		600.468		939.882		1193.42		1701.28
124		463.3		602.768		950.789		1208.61		1717.24
125		499.521		630.669		955.128		1189.99		1651.97
126		450.046		589.944		940.927		1195.88		1717.59
127		514.479		639.889		942.482		1176.21		1635.69
128		328.036		493.545		890.251		1193.48		1828.6
129		455.403		615.539		847.448		1272.24		1713.42
130		374.717		528.438		932.651		1179.51		1760.28
131		425.647		582.449		1005		1226.57		1778
132		428.031		585.145		996.005		1232.25		1806.26
133		386.964		542.699		967		1195.16		1750.55
134		391.989		547.922		1023.75		1195.13		1241.02
135		514.31		654.7		1123		1224.94		1588
136		328.912		499.163		948		1196.34		2033.3
137		409.729		563.374		906		1179.82		1721.3
138		492.004		641.855		1086.7		1263.73		1822.69
139		400.867		553.885		818.825		1181.01		1890
140		396.269		575.048		934.196		1205.22		1758
141		393.203		548.678		934.466		1197.94		1768.4
142		424.04		576.529		948.699		1201.25		1756.37
143		426.123		573.393		937.593		1190.46		1731.71
144		437.607		582		944.269		1191.78		1735.48
145		483.754		622.368		968.141		1209.46		1712.49
146		443.752		584.128		941.424		1191.17		1713.36
147		406.464		558.234		931.124		1196.57		1739.82
148		448.115		589.858		945.573		1193.48		1716.81
149		434.864		578.433		927.143		1189.23		1723.98
150		428.451		572.561		937.562		1194.64		1745.65
151		458.587		598.855		938.213		1197.11		1695.33
152		415.379		558.842		920.247		1186.41		1733.75
153		418.095		563.92		932.719		1191.61		1737.1
154		414.144		562.769		932.783		1196.23		1749.14
155		404.731		550.837		909.277		1184.93		1720.43
156		418.225		564.675		933.219		1194.02		1739.75
157		413.002		561.123		920.135		1190.81		1705.42
158		423.462		568.846		925.564		1194.37		1739.38
159		432.691		578.324		938.773		1198.59		1755.67
160		456.605		594.638		935.297		1192.55		1673.57
161		451.454		585.511		912.478		1166.8		1661.24
162		463.225		601.885		944.937		1194.85		1702.86
163		473.634		608.693		950.581		1191.5		1704.22
164		427.179		570.387		933.283		1194.41		1744.7
165		443.951		584.986		931.76		1192.86		1712.61
166		427.556		568.175		915.713		1188.86		1737.52
167		397.514		546.21		922.546		1194.85		1762.6
168		433.64		575.221		929.574		1188.09		1716.27
169		449.026		587.493		934.843		1191.21		1710.19
170		399.825		546.751		919.414		1191.86		1761.27
171		471.565		605.785		948.773		1193.38		1711.76
172		489.55		619.965		947.404		1188.65		1682.14
173		438.508		577.142		918.73		1181.61		1704.11
174		420.887		562.689		923.189		1183.5		1724.69
175		409.498		554.396		919.755		1194.5		1754.57
