0 0 -1.10291 0.00716825
0 1 -1.05759 0.00717517
0 2 -1.05056 0.00719597
0 3 -1.10607 0.00719167
0 4 -1.0534 0.0071889
0 5 -0.913438 0.00722813
0 6 -1.24959 0.00724297
0 7 -1.06715 0.00717242
0 8 -1.21375 0.00721913
0 9 -1.09 0.00720898
0 10 -1.0536 0.00720846
0 11 -0.983816 0.00726494
0 12 -1.10638 0.00718611
0 13 -0.998272 0.00717504
0 14 -1.14836 0.00721803
0 15 -1.16317 0.00765195
0 16 -1.20484 0.00762983
0 17 -0.895251 0.00720471
0 18 -1.17351 0.00721329
0 19 -1.08242 0.00716917
0 20 -1.08991 0.00721809
0 21 -1.01683 0.00716534
0 22 -1.19895 0.00723452
0 23 -0.928336 0.00715194
0 24 -1.06658 0.00722259
0 25 -0.94187 0.00715338
0 26 -1.134 0.00718882
0 27 -1.02488 0.00715915
0 28 -1.13909 0.0071408
0 29 -1.02834 0.00714564
0 30 -1.17378 0.00716435
0 31 -1.11068 0.00717073
1 0 -0.857093 0.00709148
1 1 -0.853535 0.00703959
1 2 -1.06096 0.00708283
1 3 -0.876978 0.0069883
1 4 -1.0644 0.00707933
1 5 -1.02574 0.00700757
1 6 -1.03799 0.0071067
1 7 -0.942554 0.0070435
1 8 -1.09972 0.00709348
1 9 -0.857923 0.00701868
1 10 -1.08734 0.00705312
1 11 -0.908402 0.00698891
1 12 -1.05275 0.00707734
1 13 -0.993516 0.00703246
1 14 -1.07264 0.00710765
1 15 -0.955678 0.00708852
1 16 -1.1007 0.00714134
1 17 -0.882008 0.00708993
1 18 -1.06545 0.00714464
1 19 -0.899015 0.00700306
1 20 -1.05912 0.0070607
1 21 -0.905994 0.00701201
1 22 -1.02783 0.00709034
1 23 -0.931156 0.00703344
1 24 -1.07324 0.00705339
1 25 -1.01411 0.00703278
1 26 -1.05317 0.00707555
1 27 -0.97601 0.00703557
1 28 -1.12462 0.00706634
1 29 -1.00053 0.0070027
1 30 -1.01115 0.00702153
1 31 -1.07122 0.00701111
2 0 -1.09022 0.00681418
2 1 -1.10404 0.00711981
2 2 -1.11248 0.00687011
2 3 -1.06573 0.00698035
2 4 -1.14621 0.00681038
2 5 -1.03682 0.00697389
2 6 -1.05689 0.00684099
2 7 -1.06449 0.00699103
2 8 -1.10927 0.00684636
2 9 -1.07993 0.00697406
2 10 -0.914778 0.00682357
2 11 -0.928192 0.00698612
2 12 -1.11979 0.00681902
2 13 -1.02725 0.00699995
2 14 -1.20658 0.00683265
2 15 -1.05673 0.00703782
2 16 -1.11175 0.00682765
2 17 -1.1783 0.00702419
2 18 -1.00476 0.00679552
2 19 -1.00348 0.00697434
2 20 -1.13794 0.0114253
2 21 -1.37559 0.0117244
2 22 -1.10846 0.00681176
2 23 -1.16864 0.00698774
2 24 -1.18383 0.00680566
2 25 -1.05325 0.00697361
2 26 -1.13232 0.00678573
2 27 -1.09258 0.00698812
2 28 -1.03965 0.00677031
2 29 -1.10473 0.00696278
2 30 -1.07427 0.00674664
2 31 -1.06149 0.00697641
3 0 -1.21236 0.00717488
3 1 -0.905938 0.00707552
3 2 -1.09047 0.00721455
3 3 -0.897559 0.00707634
3 4 -1.17263 0.00722013
3 5 -0.984827 0.007108
3 6 -1.20491 0.00731239
3 7 -1.09598 0.0071179
3 8 -1.04474 0.00718901
3 9 -1.05619 0.007126
3 10 -1.29953 0.00721756
3 11 -1.0267 0.00711689
3 12 -1.19408 0.00721571
3 13 -0.970573 0.00709559
3 14 -1.18012 0.00721692
3 15 -1.12842 0.00710399
3 16 -1.13371 0.00721191
3 17 -0.938087 0.00708235
3 18 -1.03752 0.00715417
3 19 -0.972666 0.00709697
3 20 -1.21518 0.00729374
3 21 -0.978878 0.00706729
3 22 -1.02073 0.00710915
3 23 -0.99617 0.00706188
3 24 -1.12513 0.00706613
3 25 -0.888926 0.00708521
3 26 -1.22455 0.0071476
3 27 -0.913137 0.00712969
3 28 -1.12964 0.00712335
3 29 -1.18301 0.00711265
3 30 -1.08279 0.00707878
3 31 -0.931767 0.00715424
