0 0 0.00701807 -0.893232
0 1 0.00698557 -0.943524
0 2 0.00699993 -0.736014
0 3 0.007106 -0.600307
0 4 0.00705798 -1.05492
0 5 0.0073505 -1.26085
0 6 0.00730477 -1.14008
0 7 0.00735806 -0.936937
0 8 0.00746794 -0.797212
0 9 0.0073618 -1.12104
0 10 0.00725093 -1.17156
0 11 0.00697973 -0.975545
0 12 0.00693009 -1.03597
0 13 0.00694876 -1.19497
0 14 0.0069539 -1.01808
0 15 0.00700118 -1.18264
0 16 0.00667561 -0.717664
0 17 0.00664315 -0.539111
0 18 0.00663182 -0.734964
0 19 0.00672347 -0.594542
0 20 0.00662618 -0.732755
0 21 0.00681664 -0.796038
0 22 0.0069382 -1.0516
0 23 0.00697172 -0.929379
0 24 0.00695167 -0.596685
0 25 0.00700155 -0.734411
0 26 0.00689154 -0.840703
0 27 0.00668308 -0.822563
0 28 0.00656127 -0.912036
0 29 0.00659725 -0.845909
0 30 0.00661754 -0.677756
0 31 0.00658035 -0.668017
1 0 0.0067011 -0.526384
1 1 0.00666202 -0.676514
1 2 0.00667912 -0.798053
1 3 0.00666221 -0.68256
1 4 0.0066245 -0.77652
1 5 0.0066044 -0.982663
1 6 0.00666407 -0.952273
1 7 0.00661635 -0.961594
1 8 0.00668935 -0.559734
1 9 0.00662228 -0.654796
1 10 0.00664013 -0.870684
1 11 0.0066098 -0.953142
1 12 0.00662016 -0.920292
1 13 0.00657549 -0.812533
1 14 0.00663892 -0.664752
1 15 0.00658918 -0.915761
1 16 0.00702244 -0.556997
1 17 0.007026 -0.727093
1 18 0.00701637 -0.508646
1 19 0.00705037 -0.589724
1 20 0.00712679 -0.830349
1 21 0.00702776 -0.992176
1 22 0.00703201 -0.660556
1 23 0.00704304 -0.854481
1 24 0.00702237 -0.908072
1 25 0.00704335 -1.0319
1 26 0.00702825 -0.936402
1 27 0.00701531 -0.858413
1 28 0.00703886 -0.924313
1 29 0.00702889 -0.845845
1 30 0.00703502 -1.10988
1 31 0.00700557 -0.915905
2 0 0.00685363 -1.0414
2 1 0.00680397 -1.21939
2 2 0.00681535 -1.25171
2 3 0.00681584 -1.15536
2 4 0.0068391 -1.17644
2 5 0.00685749 -1.2885
2 6 0.00685625 -1.4072
2 7 0.00678273 -1.37555
2 8 0.00685616 -1.1248
2 9 0.00686736 -1.68426
2 10 0.00688655 -1.22245
2 11 0.00687017 -1.40719
2 12 0.00689944 -1.46496
2 13 0.00687755 -1.25689
2 14 0.0069034 -1.32337
2 15 0.00688313 -1.35591
2 16 0.00697269 -0.969572
2 17 0.00690259 -0.864379
2 18 0.00688147 -0.957279
2 19 0.00694927 -1.08841
2 20 0.00690139 -1.34125
2 21 0.00690591 -1.22181
2 22 0.00691406 -1.28699
2 23 0.00692173 -1.22464
2 24 0.00689912 -0.982197
2 25 0.0068966 -1.23153
2 26 0.00690435 -1.14809
2 27 0.00690015 -1.32362
2 28 0.00688024 -1.2663
2 29 0.00687197 -1.29008
2 30 0.00686469 -1.21058
2 31 0.00685477 -1.35472
3 0 0.00664299 -1.14065
3 1 0.00663294 -1.10632
3 2 0.00667497 -1.05504
3 3 0.00665386 -1.07315
3 4 0.00665823 -1.19673
3 5 0.00662396 -1.06735
3 6 0.00662872 -1.2225
3 7 0.00661308 -1.18163
3 8 0.006614 -1.1521
3 9 0.00660888 -1.18117
3 10 0.00657561 -1.25829
3 11 0.00658345 -1.3155
3 12 0.00659982 -1.22441
3 13 0.00659671 -1.19374
3 14 0.00660104 -1.32329
3 15 0.00665426 -1.09777
3 16 0.00680169 -0.823727
3 17 0.00670818 -0.958702
3 18 0.00671766 -0.877939
3 19 0.00668854 -0.881786
3 20 0.00668859 -1.07397
3 21 0.00669487 -1.01204
3 22 0.00666338 -0.98979
3 23 0.00685262 -0.960716
3 24 0.00665603 -1.16556
3 25 0.00665825 -0.959623
3 26 0.00675312 -1.12428
3 27 0.00669619 -0.854106
3 28 0.00665848 -0.984739
3 29 0.00665437 -0.840209
3 30 0.00668821 -0.82175
3 31 0.00664567 -1.03033
